PING 10.79.140.204 (10.79.140.204) 56(84) bytes of data.
64 bytes from 10.79.140.204: icmp_seq=38 ttl=64 time=104 ms
64 bytes from 10.79.140.204: icmp_seq=39 ttl=64 time=22.6 ms
64 bytes from 10.79.140.204: icmp_seq=40 ttl=64 time=47.6 ms
64 bytes from 10.79.140.204: icmp_seq=41 ttl=64 time=72.0 ms
64 bytes from 10.79.140.204: icmp_seq=42 ttl=64 time=92.5 ms
64 bytes from 10.79.140.204: icmp_seq=43 ttl=64 time=114 ms
64 bytes from 10.79.140.204: icmp_seq=44 ttl=64 time=37.2 ms
64 bytes from 10.79.140.204: icmp_seq=45 ttl=64 time=56.9 ms
64 bytes from 10.79.140.204: icmp_seq=46 ttl=64 time=78.3 ms
64 bytes from 10.79.140.204: icmp_seq=47 ttl=64 time=103 ms
64 bytes from 10.79.140.204: icmp_seq=48 ttl=64 time=24.7 ms
64 bytes from 10.79.140.204: icmp_seq=49 ttl=64 time=42.4 ms
64 bytes from 10.79.140.204: icmp_seq=50 ttl=64 time=72.8 ms
64 bytes from 10.79.140.204: icmp_seq=51 ttl=64 time=93.7 ms
64 bytes from 10.79.140.204: icmp_seq=52 ttl=64 time=110 ms
64 bytes from 10.79.140.204: icmp_seq=53 ttl=64 time=28.5 ms
64 bytes from 10.79.140.204: icmp_seq=54 ttl=64 time=53.5 ms
64 bytes from 10.79.140.204: icmp_seq=55 ttl=64 time=79.2 ms
64 bytes from 10.79.140.204: icmp_seq=56 ttl=64 time=100 ms
64 bytes from 10.79.140.204: icmp_seq=57 ttl=64 time=20.4 ms
64 bytes from 10.79.140.204: icmp_seq=58 ttl=64 time=165 ms
64 bytes from 10.79.140.204: icmp_seq=59 ttl=64 time=6.43 ms
64 bytes from 10.79.140.204: icmp_seq=60 ttl=64 time=109 ms
64 bytes from 10.79.140.204: icmp_seq=61 ttl=64 time=21.6 ms
64 bytes from 10.79.140.204: icmp_seq=62 ttl=64 time=160 ms
64 bytes from 10.79.140.204: icmp_seq=63 ttl=64 time=55.2 ms
64 bytes from 10.79.140.204: icmp_seq=64 ttl=64 time=75.1 ms
64 bytes from 10.79.140.204: icmp_seq=65 ttl=64 time=6.25 ms
64 bytes from 10.79.140.204: icmp_seq=66 ttl=64 time=4.94 ms
64 bytes from 10.79.140.204: icmp_seq=67 ttl=64 time=43.5 ms
64 bytes from 10.79.140.204: icmp_seq=68 ttl=64 time=7.11 ms
64 bytes from 10.79.140.204: icmp_seq=69 ttl=64 time=87.6 ms
64 bytes from 10.79.140.204: icmp_seq=70 ttl=64 time=109 ms
64 bytes from 10.79.140.204: icmp_seq=71 ttl=64 time=30.5 ms
64 bytes from 10.79.140.204: icmp_seq=72 ttl=64 time=51.1 ms
64 bytes from 10.79.140.204: icmp_seq=73 ttl=64 time=75.2 ms
64 bytes from 10.79.140.204: icmp_seq=74 ttl=64 time=96.3 ms
64 bytes from 10.79.140.204: icmp_seq=75 ttl=64 time=15.5 ms
64 bytes from 10.79.140.204: icmp_seq=76 ttl=64 time=38.8 ms
64 bytes from 10.79.140.204: icmp_seq=77 ttl=64 time=61.3 ms
64 bytes from 10.79.140.204: icmp_seq=78 ttl=64 time=85.8 ms
64 bytes from 10.79.140.204: icmp_seq=79 ttl=64 time=106 ms
64 bytes from 10.79.140.204: icmp_seq=80 ttl=64 time=26.1 ms
64 bytes from 10.79.140.204: icmp_seq=81 ttl=64 time=49.4 ms
64 bytes from 10.79.140.204: icmp_seq=82 ttl=64 time=70.5 ms
64 bytes from 10.79.140.204: icmp_seq=83 ttl=64 time=94.0 ms
64 bytes from 10.79.140.204: icmp_seq=84 ttl=64 time=13.0 ms
64 bytes from 10.79.140.204: icmp_seq=85 ttl=64 time=37.9 ms
64 bytes from 10.79.140.204: icmp_seq=86 ttl=64 time=60.9 ms
64 bytes from 10.79.140.204: icmp_seq=87 ttl=64 time=85.3 ms
64 bytes from 10.79.140.204: icmp_seq=88 ttl=64 time=119 ms
64 bytes from 10.79.140.204: icmp_seq=89 ttl=64 time=27.1 ms
64 bytes from 10.79.140.204: icmp_seq=90 ttl=64 time=11.2 ms
64 bytes from 10.79.140.204: icmp_seq=91 ttl=64 time=76.4 ms
64 bytes from 10.79.140.204: icmp_seq=92 ttl=64 time=97.1 ms
64 bytes from 10.79.140.204: icmp_seq=93 ttl=64 time=15.6 ms
64 bytes from 10.79.140.204: icmp_seq=94 ttl=64 time=35.9 ms
64 bytes from 10.79.140.204: icmp_seq=95 ttl=64 time=67.1 ms
64 bytes from 10.79.140.204: icmp_seq=96 ttl=64 time=82.6 ms
64 bytes from 10.79.140.204: icmp_seq=97 ttl=64 time=104 ms
64 bytes from 10.79.140.204: icmp_seq=98 ttl=64 time=27.7 ms
64 bytes from 10.79.140.204: icmp_seq=99 ttl=64 time=48.9 ms
64 bytes from 10.79.140.204: icmp_seq=100 ttl=64 time=74.2 ms
64 bytes from 10.79.140.204: icmp_seq=101 ttl=64 time=93.8 ms
64 bytes from 10.79.140.204: icmp_seq=102 ttl=64 time=13.4 ms
64 bytes from 10.79.140.204: icmp_seq=103 ttl=64 time=37.9 ms
64 bytes from 10.79.140.204: icmp_seq=104 ttl=64 time=60.0 ms
64 bytes from 10.79.140.204: icmp_seq=105 ttl=64 time=83.0 ms
64 bytes from 10.79.140.204: icmp_seq=106 ttl=64 time=106 ms
64 bytes from 10.79.140.204: icmp_seq=107 ttl=64 time=23.5 ms
64 bytes from 10.79.140.204: icmp_seq=108 ttl=64 time=49.4 ms
64 bytes from 10.79.140.204: icmp_seq=109 ttl=64 time=70.7 ms
64 bytes from 10.79.140.204: icmp_seq=110 ttl=64 time=93.8 ms
64 bytes from 10.79.140.204: icmp_seq=111 ttl=64 time=19.2 ms
64 bytes from 10.79.140.204: icmp_seq=112 ttl=64 time=35.8 ms
64 bytes from 10.79.140.204: icmp_seq=113 ttl=64 time=57.9 ms
64 bytes from 10.79.140.204: icmp_seq=114 ttl=64 time=78.8 ms
64 bytes from 10.79.140.204: icmp_seq=115 ttl=64 time=102 ms
64 bytes from 10.79.140.204: icmp_seq=116 ttl=64 time=23.6 ms
64 bytes from 10.79.140.204: icmp_seq=117 ttl=64 time=44.4 ms
64 bytes from 10.79.140.204: icmp_seq=118 ttl=64 time=65.9 ms
64 bytes from 10.79.140.204: icmp_seq=119 ttl=64 time=40.9 ms
64 bytes from 10.79.140.204: icmp_seq=120 ttl=64 time=157 ms
64 bytes from 10.79.140.204: icmp_seq=121 ttl=64 time=6.27 ms
