PING 10.79.140.204 (10.79.140.204) 56(84) bytes of data.
64 bytes from 10.79.140.204: icmp_seq=720 ttl=64 time=44.7 ms
64 bytes from 10.79.140.204: icmp_seq=721 ttl=64 time=70.9 ms
64 bytes from 10.79.140.204: icmp_seq=722 ttl=64 time=192 ms
64 bytes from 10.79.140.204: icmp_seq=723 ttl=64 time=111 ms
64 bytes from 10.79.140.204: icmp_seq=724 ttl=64 time=33.3 ms
64 bytes from 10.79.140.204: icmp_seq=725 ttl=64 time=54.6 ms
64 bytes from 10.79.140.204: icmp_seq=726 ttl=64 time=84.9 ms
64 bytes from 10.79.140.204: icmp_seq=727 ttl=64 time=99.4 ms
64 bytes from 10.79.140.204: icmp_seq=728 ttl=64 time=22.5 ms
64 bytes from 10.79.140.204: icmp_seq=729 ttl=64 time=42.5 ms
64 bytes from 10.79.140.204: icmp_seq=730 ttl=64 time=64.8 ms
64 bytes from 10.79.140.204: icmp_seq=731 ttl=64 time=86.5 ms
64 bytes from 10.79.140.204: icmp_seq=732 ttl=64 time=8.49 ms
64 bytes from 10.79.140.204: icmp_seq=733 ttl=64 time=6.35 ms
64 bytes from 10.79.140.204: icmp_seq=734 ttl=64 time=52.7 ms
64 bytes from 10.79.140.204: icmp_seq=735 ttl=64 time=79.3 ms
64 bytes from 10.79.140.204: icmp_seq=736 ttl=64 time=97.0 ms
64 bytes from 10.79.140.204: icmp_seq=737 ttl=64 time=119 ms
64 bytes from 10.79.140.204: icmp_seq=738 ttl=64 time=41.3 ms
64 bytes from 10.79.140.204: icmp_seq=739 ttl=64 time=63.2 ms
64 bytes from 10.79.140.204: icmp_seq=740 ttl=64 time=84.3 ms
64 bytes from 10.79.140.204: icmp_seq=741 ttl=64 time=13.6 ms
64 bytes from 10.79.140.204: icmp_seq=742 ttl=64 time=28.5 ms
64 bytes from 10.79.140.204: icmp_seq=743 ttl=64 time=51.8 ms
64 bytes from 10.79.140.204: icmp_seq=744 ttl=64 time=73.4 ms
64 bytes from 10.79.140.204: icmp_seq=745 ttl=64 time=96.3 ms
64 bytes from 10.79.140.204: icmp_seq=746 ttl=64 time=26.0 ms
64 bytes from 10.79.140.204: icmp_seq=747 ttl=64 time=37.7 ms
64 bytes from 10.79.140.204: icmp_seq=748 ttl=64 time=60.3 ms
64 bytes from 10.79.140.204: icmp_seq=749 ttl=64 time=83.7 ms
64 bytes from 10.79.140.204: icmp_seq=750 ttl=64 time=105 ms
64 bytes from 10.79.140.204: icmp_seq=752 ttl=64 time=35.3 ms
64 bytes from 10.79.140.204: icmp_seq=753 ttl=64 time=58.4 ms
64 bytes from 10.79.140.204: icmp_seq=754 ttl=64 time=78.2 ms
64 bytes from 10.79.140.204: icmp_seq=755 ttl=64 time=103 ms
64 bytes from 10.79.140.204: icmp_seq=756 ttl=64 time=24.0 ms
64 bytes from 10.79.140.204: icmp_seq=757 ttl=64 time=5.56 ms
64 bytes from 10.79.140.204: icmp_seq=758 ttl=64 time=6.24 ms
64 bytes from 10.79.140.204: icmp_seq=760 ttl=64 time=196 ms
64 bytes from 10.79.140.204: icmp_seq=761 ttl=64 time=14.4 ms
64 bytes from 10.79.140.204: icmp_seq=762 ttl=64 time=33.6 ms
64 bytes from 10.79.140.204: icmp_seq=763 ttl=64 time=59.5 ms
64 bytes from 10.79.140.204: icmp_seq=764 ttl=64 time=79.5 ms
64 bytes from 10.79.140.204: icmp_seq=765 ttl=64 time=104 ms
64 bytes from 10.79.140.204: icmp_seq=766 ttl=64 time=24.7 ms
64 bytes from 10.79.140.204: icmp_seq=767 ttl=64 time=45.3 ms
64 bytes from 10.79.140.204: icmp_seq=768 ttl=64 time=67.6 ms
64 bytes from 10.79.140.204: icmp_seq=769 ttl=64 time=92.3 ms
64 bytes from 10.79.140.204: icmp_seq=770 ttl=64 time=113 ms
64 bytes from 10.79.140.204: icmp_seq=771 ttl=64 time=33.5 ms
64 bytes from 10.79.140.204: icmp_seq=772 ttl=64 time=55.7 ms
64 bytes from 10.79.140.204: icmp_seq=773 ttl=64 time=79.4 ms
64 bytes from 10.79.140.204: icmp_seq=774 ttl=64 time=100 ms
64 bytes from 10.79.140.204: icmp_seq=775 ttl=64 time=19.4 ms
64 bytes from 10.79.140.204: icmp_seq=776 ttl=64 time=43.7 ms
64 bytes from 10.79.140.204: icmp_seq=777 ttl=64 time=65.8 ms
64 bytes from 10.79.140.204: icmp_seq=778 ttl=64 time=89.9 ms
64 bytes from 10.79.140.204: icmp_seq=779 ttl=64 time=112 ms
64 bytes from 10.79.140.204: icmp_seq=780 ttl=64 time=7.79 ms
64 bytes from 10.79.140.204: icmp_seq=781 ttl=64 time=53.8 ms
64 bytes from 10.79.140.204: icmp_seq=782 ttl=64 time=77.9 ms
64 bytes from 10.79.140.204: icmp_seq=783 ttl=64 time=98.3 ms
64 bytes from 10.79.140.204: icmp_seq=784 ttl=64 time=19.3 ms
64 bytes from 10.79.140.204: icmp_seq=785 ttl=64 time=41.2 ms
64 bytes from 10.79.140.204: icmp_seq=786 ttl=64 time=20.3 ms
64 bytes from 10.79.140.204: icmp_seq=787 ttl=64 time=86.4 ms
64 bytes from 10.79.140.204: icmp_seq=788 ttl=64 time=128 ms
64 bytes from 10.79.140.204: icmp_seq=789 ttl=64 time=136 ms
64 bytes from 10.79.140.204: icmp_seq=790 ttl=64 time=50.4 ms
64 bytes from 10.79.140.204: icmp_seq=791 ttl=64 time=74.0 ms
64 bytes from 10.79.140.204: icmp_seq=792 ttl=64 time=95.7 ms
64 bytes from 10.79.140.204: icmp_seq=793 ttl=64 time=12.2 ms
64 bytes from 10.79.140.204: icmp_seq=794 ttl=64 time=40.6 ms
64 bytes from 10.79.140.204: icmp_seq=795 ttl=64 time=61.8 ms
64 bytes from 10.79.140.204: icmp_seq=796 ttl=64 time=86.7 ms
64 bytes from 10.79.140.204: icmp_seq=797 ttl=64 time=106 ms
64 bytes from 10.79.140.204: icmp_seq=798 ttl=64 time=27.1 ms
64 bytes from 10.79.140.204: icmp_seq=799 ttl=64 time=48.3 ms
64 bytes from 10.79.140.204: icmp_seq=800 ttl=64 time=73.8 ms
64 bytes from 10.79.140.204: icmp_seq=801 ttl=64 time=96.4 ms
64 bytes from 10.79.140.204: icmp_seq=802 ttl=64 time=14.5 ms
64 bytes from 10.79.140.204: icmp_seq=803 ttl=64 time=36.7 ms
64 bytes from 10.79.140.204: icmp_seq=804 ttl=64 time=58.5 ms
64 bytes from 10.79.140.204: icmp_seq=805 ttl=64 time=80.7 ms
64 bytes from 10.79.140.204: icmp_seq=806 ttl=64 time=109 ms
64 bytes from 10.79.140.204: icmp_seq=807 ttl=64 time=23.7 ms
64 bytes from 10.79.140.204: icmp_seq=808 ttl=64 time=44.6 ms
64 bytes from 10.79.140.204: icmp_seq=809 ttl=64 time=74.1 ms
64 bytes from 10.79.140.204: icmp_seq=810 ttl=64 time=92.1 ms
64 bytes from 10.79.140.204: icmp_seq=811 ttl=64 time=114 ms
64 bytes from 10.79.140.204: icmp_seq=812 ttl=64 time=33.3 ms
64 bytes from 10.79.140.204: icmp_seq=813 ttl=64 time=57.8 ms
64 bytes from 10.79.140.204: icmp_seq=814 ttl=64 time=82.5 ms
64 bytes from 10.79.140.204: icmp_seq=815 ttl=64 time=100 ms
64 bytes from 10.79.140.204: icmp_seq=816 ttl=64 time=9.84 ms
64 bytes from 10.79.140.204: icmp_seq=817 ttl=64 time=44.9 ms
64 bytes from 10.79.140.204: icmp_seq=818 ttl=64 time=3.96 ms
64 bytes from 10.79.140.204: icmp_seq=819 ttl=64 time=110 ms
64 bytes from 10.79.140.204: icmp_seq=820 ttl=64 time=110 ms
64 bytes from 10.79.140.204: icmp_seq=821 ttl=64 time=34.6 ms
64 bytes from 10.79.140.204: icmp_seq=822 ttl=64 time=54.1 ms
64 bytes from 10.79.140.204: icmp_seq=823 ttl=64 time=76.8 ms
64 bytes from 10.79.140.204: icmp_seq=824 ttl=64 time=98.4 ms
64 bytes from 10.79.140.204: icmp_seq=825 ttl=64 time=6.57 ms
64 bytes from 10.79.140.204: icmp_seq=826 ttl=64 time=45.8 ms
64 bytes from 10.79.140.204: icmp_seq=827 ttl=64 time=6.44 ms
64 bytes from 10.79.140.204: icmp_seq=828 ttl=64 time=89.6 ms
64 bytes from 10.79.140.204: icmp_seq=829 ttl=64 time=108 ms
64 bytes from 10.79.140.204: icmp_seq=830 ttl=64 time=28.8 ms
64 bytes from 10.79.140.204: icmp_seq=831 ttl=64 time=52.6 ms
64 bytes from 10.79.140.204: icmp_seq=832 ttl=64 time=74.8 ms
64 bytes from 10.79.140.204: icmp_seq=833 ttl=64 time=95.5 ms
64 bytes from 10.79.140.204: icmp_seq=834 ttl=64 time=15.2 ms
64 bytes from 10.79.140.204: icmp_seq=835 ttl=64 time=45.2 ms
64 bytes from 10.79.140.204: icmp_seq=836 ttl=64 time=61.3 ms
64 bytes from 10.79.140.204: icmp_seq=837 ttl=64 time=86.9 ms
64 bytes from 10.79.140.204: icmp_seq=838 ttl=64 time=104 ms
64 bytes from 10.79.140.204: icmp_seq=839 ttl=64 time=5.79 ms
64 bytes from 10.79.140.204: icmp_seq=840 ttl=64 time=47.2 ms
64 bytes from 10.79.140.204: icmp_seq=841 ttl=64 time=78.1 ms
64 bytes from 10.79.140.204: icmp_seq=842 ttl=64 time=93.9 ms
64 bytes from 10.79.140.204: icmp_seq=843 ttl=64 time=17.6 ms
64 bytes from 10.79.140.204: icmp_seq=844 ttl=64 time=37.9 ms
64 bytes from 10.79.140.204: icmp_seq=845 ttl=64 time=58.3 ms
64 bytes from 10.79.140.204: icmp_seq=846 ttl=64 time=79.2 ms
64 bytes from 10.79.140.204: icmp_seq=847 ttl=64 time=106 ms
64 bytes from 10.79.140.204: icmp_seq=848 ttl=64 time=25.1 ms
64 bytes from 10.79.140.204: icmp_seq=849 ttl=64 time=48.3 ms
64 bytes from 10.79.140.204: icmp_seq=850 ttl=64 time=69.7 ms
64 bytes from 10.79.140.204: icmp_seq=851 ttl=64 time=92.8 ms
64 bytes from 10.79.140.204: icmp_seq=852 ttl=64 time=114 ms
64 bytes from 10.79.140.204: icmp_seq=853 ttl=64 time=36.7 ms
64 bytes from 10.79.140.204: icmp_seq=854 ttl=64 time=59.9 ms
64 bytes from 10.79.140.204: icmp_seq=855 ttl=64 time=81.0 ms
64 bytes from 10.79.140.204: icmp_seq=856 ttl=64 time=23.9 ms
64 bytes from 10.79.140.204: icmp_seq=857 ttl=64 time=33.2 ms
64 bytes from 10.79.140.204: icmp_seq=858 ttl=64 time=150 ms
